	season	Michael	Jim	Dwight	Pam	Ryan	Andy	Robert
0	1	0.4443859649122807	0.17222222222222225	0.13711538461538458	-0.10790697674418608	0.08176470588235295	0.0	0.0
1	2	0.27936708860759496	0.14865671641791048	0.07333333333333333	0.10227272727272727	-0.04734693877551021	0.0	0.0
2	3	0.3737037037037036	0.03150684931506848	0.0016883116883116855	0.06694444444444446	0.056851851851851855	0.0	0.0
3	4	0.1585869565217391	0.024303797468354434	-0.009750000000000005	0.018860759493670873	0.07266666666666667	0.0	0.0
4	5	0.20421686746987947	-0.08220588235294118	-0.24783783783783794	0.07610169491525422	0.01949999999999998	0.0	0.0
5	6	-0.04437500000000002	0.08655737704918033	-0.04578947368421052	-0.05283333333333335	-0.010312500000000006	0.127719298245614	0.0
6	7	0.24050847457627114	0.06292307692307693	-0.0017241379310344882	-0.06399999999999999	0.22804878048780486	-0.005818181818181813	0.0
7	8	0.0	0.04611111111111112	0.08132075471698116	-0.03423076923076919	0.22804878048780486	0.369433962264151	0.11653061224489798
8	9	0.0	0.04611111111111112	0.022727272727272717	0.1497058823529412	0.0	0.21327586206896554	0.0
